index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes
4021,ts112667,Go! Go! Cory Carson,SHOW,"Based on the Go. Go. toy line from VTech, children's series follows the adventures of Cory Carson.",2020,TV-Y,9,tt8115702,7.9,238.0
4022,ts251929,DeMarcus Family Rules,SHOW,Rascal Flatts bassist Jay DeMarcus and ex-beauty queen Allison DeMarcus write their own rules for juggling family and fun in this reality show.,2020,TV-14,29,tt12759420,6.2,110.0
4024,ts221041,My Dear Warrior,SHOW,"Sky is beautiful single female astronomer at a planetarium and has received a gift: a thick wooden-covered book and magic pen from Vanda, her aunt who has been taking care of Sky since childhood and is a crazy writer who is suffering from amnesia.",2019,TV-14,42,tt11281912,4.6,19.0
4025,ts217050,Pili Fantasy: War of Dragons,SHOW,"Turmoil looms in the Martial World, and the Eight Wonders of the Evil Dragon unleashes dark forces.",2019,TV-14,0,tt10619658,6.7,37.0
4027,ts101503,Team Kaylie,SHOW,A wealthy teenager tries to prove herself after she's forced outside of her comfort zone.,2019,TV-PG,30,tt9717424,4.0,333.0
4034,ts262228,Tobot Galaxy Detectives,SHOW,"Young detective Tyler King tackles all kinds of mysteries with his friends, the Galaxy Detectives.",2020,TV-Y7,13,tt12892186,7.0,13.0
4035,ts90063,Put Your Head on My Shoulder,SHOW,"As Si Tu Mo's graduation is nearing, she is confused about her future plans. Her ordinary days are suddenly shaken up when the genius Physics student Gu Wei Yi appears in her life. The two accidentally end up living together and chaos begins.",2019,TV-Y7,40,tt10265158,8.0,2063.0
4039,ts252015,GAME ON: A Comedy Crossover Event,SHOW,"Worlds collide in this special event featuring familiar faces, surprise cameos and stories of spirited competition from four different comedy series.",2020,TV-G,29,tt12800428,5.4,213.0
4045,ts251072,The Underclass,SHOW,"After getting dropped from an elite program, a student gets tangled in the affairs of a high school gang while trying to find her own identity.",2020,TV-MA,55,tt12666950,6.4,62.0
4049,ts88608,Cricket Fever: Mumbai Indians,SHOW,Follow Indian Premier League champions Mumbai Indians through the 2018 season in this series featuring insider insights and intense cricket action.,2019,TV-MA,38,tt8531592,7.2,699.0
4051,tm943771,Angela's Christmas Wish,MOVIE,"A determined Angela makes a wish to reunite her family in time for Christmas, then launches a plan to find her way from Ireland to Australia.",2020,G,47,tt13260836,7.1,1434.0
4052,tm838007,Dolly Kitty and Those Twinkling Stars,MOVIE,"A disillusioned Delhi wife (Dolly), and her new-in-town cousin (Kitty), navigate damning secrets, dreams and their thorny dynamic on their respective roads to freedom.",2019,R,120,tt9176296,5.5,7522.0
4054,tm887052,Father Soldier Son,MOVIE,"When Sgt. First Class Brian Eisch is critically wounded in Afghanistan, it sets him and his sons on a journey of love, loss, redemption and legacy.",2020,R,99,tt12187586,7.3,929.0
4057,tm977782,Shawn Mendes: Live in Concert,MOVIE,"In his hometown of Toronto, Shawn Mendes pours his heart out on stage with a live performance in a stadium packed with adoring fans.",2020,PG,87,tt13528990,7.1,316.0
4064,ts237556,The Unremarkable Juanquini,SHOW,An inept magician pulls off the trick of his life: accidentally disappearing a wanted criminal during a police raid. Now he's going to pay for that.,2020,TV-MA,30,tt12189308,4.3,189.0
4069,ts89696,Tijuana,SHOW,"When a prominent politician is murdered, the intrepid journalists of Frente Tijuana risk their lives to uncover the truth.",2019,TV-14,41,tt8027624,6.9,327.0
4073,ts266966,Juman,SHOW,"This series has a Middle Eastern ""Romeo & Juliet"" theme. Juman and Hisham fall in love and marry, against their families' advice. With familial pressures and differences in their understanding, their love is sorely tested.",2019,TV-PG,40,tt12567164,5.2,110.0
4077,ts89363,YooHoo to the Rescue,SHOW,"In a series of magical missions, quick-witted YooHoo and his can-do crew travel the globe to help animals in need.",2019,TV-Y,13,tt9817288,6.8,53.0
4080,tm841239,The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,MOVIE,"Aaron Paul, Vince Gilligan and other cast members, producers and crew share stories and footage from the making of ""El Camino.""",2019,PG-13,13,tt11151792,7.1,1356.0
4082,ts253722,Sing On!,SHOW,"In this fun, fast-paced music contest hosted by Tituss Burgess, players sing their hearts out and try to hit the right notes to win up to $60,000.",2020,TV-G,36,tt12923734,6.4,380.0
4084,ts221151,Living Undocumented,SHOW,Eight undocumented families' fates roller-coast as the United States' immigration policies are transformed.,2019,TV-MA,42,tt10977486,6.7,577.0
4085,tm843958,Rogue Warfare: The Hunt,MOVIE,The next installment of the Rogue Warfare Trilogy. Daniel has been captured and it is up to the TEAM to find him before it is to late.,2019,R,103,tt7983712,3.1,570.0
4088,tm1079495,A Second Chance: Rivals!,MOVIE,"As Maddy takes on coaching a team of young twelve-year-old gymnasts, she faces up to intense city versus country rivalry, racism, cyberbullying and her own self-doubt but eventually takes the challenge head on.",2019,PG,89,tt9810420,4.7,375.0
4098,ts88166,Nailed It! Mexico,SHOW,"The fun, fondant and hilarious cake fails head to Mexico, where very amateur bakers compete to re-create elaborate sweet treats for a cash prize.",2019,TV-PG,32,tt9708588,6.2,308.0
4101,ts256134,Country Ever After,SHOW,"Country artist Coffey Anderson and his wife, hip-hop dancer Criscilla, juggle family life, career goals and tests of faith in this reality series.",2020,TV-PG,24,tt12987872,6.3,169.0
4103,ts89895,Mighty Little Bheem,SHOW,An innocent toddlerâ€™s boundless curiosity -- and extraordinary might -- lead to mischief and adventure in his small Indian town.,2019,TV-Y,6,tt10050752,6.4,249.0
4107,ts105589,Rhyme Time Town,SHOW,"Two best friends find fun and adventure while living in Rhyme Time Town, a fantastical place filled with beloved nursery rhyme characters.",2020,TV-Y,23,tt9165434,7.5,78.0
4109,ts103574,Sakho & Mangane,SHOW,"Two cops with very different methods, solving mysterious murder cases surrounded by black magic.",2019,TV-MA,51,tt9391692,6.5,131.0
4114,tm825210,Nothing to Lose 2,MOVIE,Part 2 of Edir Macedo's self-financed biopic.,2019,PG-13,96,tt10738914,3.8,651.0
4116,tm457296,Kevin Hart's Guide to Black History,MOVIE,Kevin Hart highlights the fascinating contributions of black history's unsung heroes in this entertaining -- and educational -- comedy special.,2019,PG,63,tt6373518,5.5,1332.0
4118,ts236769,"Coronavirus, Explained",SHOW,"In 2020, the world changed. This topical series examines the coronavirus pandemic, the efforts to combat it and ways to manage its mental health toll.",2020,TV-PG,23,tt12189310,7.6,2223.0
4119,tm473647,ReMastered: The Lion's Share,MOVIE,"After discovering the family of Solomon Linda, the writer of ""The Lion Sleeps Tonight,"" a reporter tries to help them fight for fair compensation.",2019,PG-13,84,tt9046576,6.9,628.0
4124,ts92405,Hasmukh,SHOW,"A timid, small-town comedian's long-awaited big break takes a dark turn when he realizes committing murder is the only way to keep his onstage mojo.",2020,TV-MA,32,tt9359294,5.3,2673.0
4134,ts189314,Tiffany Haddish Presents: They Ready,SHOW,Tiffany Haddish introduces her favorite comedians in a series of stand-up performances.,2019,TV-14,23,tt10085386,6.5,555.0
4140,tm938333,A Go! Go! Cory Carson Halloween,MOVIE,"Cory, Chrissy and Freddie are on the hunt for king-sized candy bars this Halloween! But are all the treats worth the trek to the spooky side of town?",2020,G,21,tt13058374,6.3,52.0
4145,ts233367,Sing On! Spain,SHOW,"Six people compete for a 30,000 euro reward by singing popular songs.",2020,TV-G,39,tt11698668,6.0,130.0
4146,tm850382,Sillu Karupatti,MOVIE,An anthology of four romantic stories across four age groups connected by that magical thread called love.,2019,G,138,tt9614988,8.0,1723.0
4148,ts236653,Cooked With Cannabis,SHOW,Cooking competition where the aim is to get the show's hosts high by infusing cannabis in their meals.,2020,TV-MA,37,tt12176398,6.5,340.0
4150,tm813936,Adam Devine: Best Time of Our Lives,MOVIE,"Frenetic comic Adam Devine talks teen awkwardness, celebrity encounters, his ""Pitch Perfect"" audition and more in a special from his hometown of Omaha.",2019,PG-13,58,tt10376844,5.9,946.0
4160,ts257243,Voices of Fire,SHOW,Pharrell Williams's hometown community leaders attempt to build one of the world's most inspiring gospel choirs.,2020,TV-PG,36,tt13329282,6.8,382.0
4161,ts88146,Larry Charles' Dangerous World of Comedy,SHOW,"Legendary comedy writer and director Larry Charles travels the world in search of humor in the most unusual, unexpected and dangerous places.",2019,TV-MA,0,tt9654082,7.3,570.0
4167,tm474721,Saverio Raimondo: Il Satiro Parlante,MOVIE,"Italian comic and satirist Saverio Raimondo regales a Milan crowd with tales of online antics, awkward injuries and white-knuckle flights.",2019,PG-13,53,tt10242216,5.6,51.0
4174,ts221891,Legend Quest: Masters of Myth,SHOW,"When mythical creatures come to life, it's up to Leo Teodora, Don AndrÃ©s and Alebrije -- super-secret monster hunters -- to save the day",2019,TV-Y7,25,tt10228032,7.6,126.0
4175,ts298837,Badanamu Stories,SHOW,"Badanamu Stories explore themes central to the lives of preschool children but in ways that inject whimsy, imagination, and wonder into the everyday.",2020,TV-Y,13,tt14857600,3.4,6.0
4180,ts90466,Hong Kong West Side Stories,SHOW,"The intimate lives of young men and women from Hong Kong are linked by loosely connected stories about love, lust, separation and deceit.",2019,TV-MA,23,tt10284430,5.7,6.0
4185,ts89336,Charlie's Colorforms City,SHOW,"Charlie creates fun stories using different shapes, and he needs your help! Take off for adventures in outer space, the Wild West -- and right at home.",2019,TV-Y,23,tt8115672,7.0,148.0
4186,ts89656,The Legend of White Snake,SHOW,"Provoked by the actions of a seemingly sly human, an ancient snake spirit takes on a human form, in order to prove him a fraud. Convinced sheâ€™s doing the world a favor, Bai Su Zhen challenges Xu Xuan to a contest of skill but what starts as a heated rivalry soon turns to burning passion. Faced with opposition from every side, Bai Su Zhen and Xu Xuanâ€™s love is put to the test time and time again.",2019,TV-14,46,tt10628250,7.4,224.0
4197,ts252695,Bookmarks: Celebrating Black Voices,SHOW,"Celebrity readers share children's books by Black authors to spark kid-friendly conversations about empathy, equality, self-love and antiracism.",2020,TV-G,7,tt12923664,5.0,160.0
4199,tm817542,Hikaru Utada Laughter in the Dark Tour 2018,MOVIE,"Celebrating twenty years since her debut, Hikaru Utada takes the stage at Makuhari Messe for the final performance of her Laughter in the Dark Tour.",2019,G,141,tt10556746,8.3,81.0
4201,tm845607,Spirit Riding Free: Spirit of Christmas,MOVIE,"Lucky and her friends venture into town on Christmas Eve in an attempt to fulfill their holiday plans. But when distractions lead to delays, they must figure out how to get home in time for Christmas in the middle of a serious snowstorm!",2019,PG,45,tt11313068,5.2,122.0
4216,tm854786,Yeh Ballet,MOVIE,"Discovered by an eccentric ballet master, two gifted but underprivileged Mumbai teens face bigotry and disapproval as they pursue their dancing dreams.",2020,PG-13,117,tt10230436,7.5,1312.0
4220,ts230973,Arashi's Diary: Voyage,SHOW,"Twenty years after their debut, join the beloved members of Arashi on a new journey as they showcase their lives, talents and gifts to the world.",2019,TV-Y7,31,tt11434874,7.7,42.0
4223,tm677746,Bombay Rose,MOVIE,"BOMBAY ROSE is a beautiful hand-painted animation created by award winning animator Gitanjali Rao. Amidst the bustle of a magnetic and multifaceted city, the budding love between two dreamers is tested by duty and religious divides.",2019,PG-13,97,tt8435324,6.2,608.0
4229,tm405637,122,MOVIE,"During a bloody night, a young man and his lover are struggling, not to get to the hospital, but to escape and survive.",2019,R,95,tt7867670,6.2,5530.0
4230,tm982018,A Trash Truck Christmas,MOVIE,"When Santa crash-lands in the junkyard on Christmas Eve, Hank, Trash Truck and their animal friends all have a hand in rescuing the holiday for everyone.",2020,G,28,tt13458584,5.5,212.0
4258,ts224261,Nailed It! Germany,SHOW,"Home cooks try -- and inevitably fail -- to re-create spectacular confections on this comical competition show, all for a sweet 5,000 euros.",2020,TV-14,35,tt11460744,5.7,100.0
